Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM1297178	0	0.048006654764231	0.0774211645538171	0.207238953578008	0	0	0.141266703518806	0.00781487530832145	0.0253038671833702	0.0145477075918483	0	0.0130430591263098	0.0676763055324127	0	0.0711805250258961	0.196073015734603	0.066658225045488	0	0.0637689430368885	0	0	0	0.003	0.285482426342655	0.961844214544
GSM1297180	0	0.0375490139189451	0.180937698717809	0.0508738946588754	0	0.0790625421696104	0	0.00289520197340971	0.0169426481964556	0.0122624855095236	0	0.0492502256734765	0.0711542755394032	0.0693045218114669	0.104813162870543	0.0422285073826409	0.14754375288613	0	0.0602556008381313	0	0.0749264678535806	0	0.0590000000000001	0.147532325419985	1.02390269238946
GSM1297182	0	0.125496334724746	0.128184133382544	0.0936817403115691	0.011288154638672	0.0784493698764114	8.89471477167936e-05	0	0	0	0.0103700699913621	0.0027454786160869	0.247989560756413	0.114451603677862	0.0188468693882736	0	0.0678696733039501	0.0198946419157085	0.00741871999178702	0.0732247022768967	0	0	0.00600000000000001	0.245351996595476	0.984698958934113
GSM1297186	0	0.0564899289423569	0.192695511346812	0.0526992916229669	0	0.170519375070001	0.00132408965821809	0.0214174425918473	0.00101397948544826	0.0398551796389547	0	0.0118518766130933	0.0346325740616553	0	0.115494562583271	0.10548323200067	0.0836752116554589	0	0.0766814532993847	0	0.0243756650671078	0.0117906263627536	0	0.38148595419615	0.9258197619141
GSM1297190	0	0.0569298425636606	0.169409566150855	0.0420453952358035	0	0.152045291503209	0	0.0486896379985213	0.055513075060668	0	0	0.0246225719015799	0.103564428325189	0	0.0433850101696731	0.110272819274815	0.106236543711896	0.0570750085554369	0.00871962104606385	0.00539335675383797	0.0160978317487914	0	0.139	0.10687657733821	1.04143576297015
GSM1297192	0	0.11775371125066	0.225964118075276	0.0747247450293154	0	0.0210025858418826	0.0563476181524752	0.0225978899865813	0.0371939196699665	0	0	0.0137619215719798	0.0930261172083216	0.0680347819573515	0.0694129197237805	0.0999029729362153	0.0297167620190476	0.0145009350273351	0.0560590015498117	0	0	0	0.005	0.248269171286962	0.995448703775757
GSM1297196	0	0.0055916621058215	0.332740788345335	0.189500454167437	0	0	0.0380659740677821	0.0509728773646187	0.0394818598228087	0.0170947255517927	0	0.0109549113091107	0.0260823495799376	0	0.104592645574236	0.126222590009901	0.0227060793361409	0	0.0146310041028013	0	0	0.0213620786622765	0	0.556900578223813	0.830211250567388
GSM1297202	0	0.143317780053529	0.203306116985555	0.0796440253491276	0.0230385671515118	0	0.139705246256015	0.00547359082061435	0	0	0.00430766371500776	0.0686906971655065	0.0433112223019052	0	0.129745336084033	0.118280917938187	0	0.00443385476856275	0.0209895074735592	0	0	0.0157554739368854	0.00900000000000001	0.230079000942901	1.01273778714656
GSM1297208	0	0.0799924767244227	0.210147159137001	0.115487413196114	0	0	0.0933965367755383	0.00125713715739183	0.0343699061975471	0	0.0220433320516241	0.0800128690957281	0.0473957671647552	0	0.230332364141465	0.0301204838349864	0.00805711524517203	0.00407687175425839	0	0.0319292655499484	0	0.0113813019740475	0.001	0.341660630575273	0.970149545290182
GSM1297210	0	0.0376139892068286	0.472926330926572	0.0334661465720337	0	0.124988439588819	0	0	0	0	0	0.066657301085436	0.0860632359305409	0.00208975890917512	0.0387678441259831	0.0732142727959137	0.00138176718780775	0	0	0.046894976752119	0.0115979957597828	0.00433794115898879	0	0.397837486194468	0.981200145792375
GSM1297214	0	0.0521996190394782	0.128919649457523	0	0.0306223209545042	0.133458177054626	0	0	0.03290861462589	0	0	0.0506886335106384	0.23066409149838	0.0246657838397294	0.0134030303787538	0.102849263986388	0.0779758899121887	0.0241919458459599	0.0974529798959403	0	0	0	0.139	0.106679284967477	1.03214752274263
GSM1297216	0	0.0916606097150983	0.240222487942775	0.0679358091345521	0	0.0286687060194366	0	0.0791533843591385	0.0439167436561174	0	0	0.0444179215590261	0.153189154235229	0.0230033897170838	0.0949083323718309	0.0485446249200241	0	0.056904876621233	0.0274739597484546	0	0	0	0.00700000000000001	0.244580685435171	1.00524976441557
GSM1297218	0.0186204439032306	0.0549852507546923	0.356427064413506	0.045971251030363	0	0.0993776780827369	0	0.0183762882047309	0.0727208393771275	0.00212861794618975	0	0.020993512525219	0.136167319546412	0.0222571748967292	0.0337564813188907	0.0504540312230063	0.0222265258847385	0	0.0455375208924277	0	0	0	0.002	0.321189988509531	0.990998914288768
GSM1297220	0	0.121930029839594	0.0556892585382635	0	0	0.165606051651919	0	0.0453981397273207	0	0	0.021617527233996	0.0210587054981302	0.0847630407046227	0.0963677704109823	0.139801457094626	0.101695476527077	0.114779565996741	0	0	0.0218381103654706	0	0.00945486641125764	0.46	0.0401506847515734	1.06296269192609
GSM1297224	0	0.108917025967994	0.194178594399024	0.020681417411523	0	0.193754516677895	0	0.0220285074503903	0	0	0	0.0706682287670747	0.0329854047188116	0.0346434260246429	0.186765889435405	0.105722010226714	0.00504321895272939	0	0.0246117599677958	0	0	0	0.004	0.255711068223026	1.00334371800181
GSM1297226	0	0.191549617635033	0.210582060884351	0.0712076388773542	0	0.0907630874397127	0	0.0894822412491635	0	0	0	0.102384740453574	0.104400769190674	0	0.122226913732099	0.00213893264248394	0	0.00240791725997413	0.0128560806355818	0	0	0	0.219	0.0840545549076717	1.10679665496108
GSM1297230	0	0.143576292658912	0.179690029096839	0	0.0348721065900991	0.0791283605777847	0	0.0227408698645232	0.000928078569696707	0	0	0.0901171923823431	0.144100585903978	0.0908871285464533	0.0565691373138169	0.0645400018373389	0.0104592533510519	0.0164304713129179	0.0659604919942458	0	0	0	0.173	0.0971764965024353	1.05832132375836
GSM1297232	0	0.150550465900449	0.218712295116925	0.113816955206133	0	0.0556826896679521	0	0.0791072129430197	0.0841671606846851	0	0	0.0353322787406966	0.0734562614902574	0	0.0275985198399337	0.035939109363117	0.041936897603984	0	0.069136145616118	0	0	0.0145640078267302	0.031	0.174985345379358	1.0428912977506
GSM1297236	0	0.244215621550344	0.268343388164956	0.104595982073049	0.0023089889391586	0	0.0929388408445478	0	0	0	0.018612144053588	0	0.00191405371982772	0	0.0818857244796769	0.124911045472737	0.0138267215690667	0	0	0.0412536724332984	0	0.00519381669974977	0	0.554583630826768	0.833180920250386
GSM1297240	0	0.133637948851102	0.12244347188682	0.0593890004238058	0.0817272969138523	0.079211634500036	0.00944579934082279	0	0	0	0.0511698335801845	0.0222032402563373	0.221964963150999	0.0379768528146003	0.101371683060795	0	0.0454508354414652	0.00899742295111529	0.0250100168280654	0	0	0	0.225	0.0818459004294389	1.05704218363734
GSM1297244	0	0.19694845588621	0.128447351978145	0	0	0.0714013321335076	0	0.0893029192824087	0.0467772462295442	0	0	0.0525781548589758	0.313222100440998	0.0428702933259004	0.0468668820244497	0	0	0.00118310819819239	0.0104021556416677	0	0	0	0.105	0.122042011337425	1.05364090643017
GSM1297246	0	0.188135852900307	0.218458174866678	0.109346658134807	0	0.0975206762892123	0.0384376537728838	0.0113722580296948	0.041340465057334	0	0.0526045523402799	0.0289835011994105	0.142924864811534	0	0.0577616942401202	0.000522979248006297	0	0	0.00895096162469911	0	0	0.00363970748503406	0.001	0.329836583363119	0.968554261467186
GSM1297248	0	0.108775595783262	0.0421025552653682	0	0	0.133264394390385	0	0.00209325455796973	0.114117114998042	0	0.068066418229597	0	0.357245308283897	0	0.00816131394228229	0	0	0.0116432667021775	0	0.148012433866614	0.00651834398040515	0	0.645	0.0164695249886293	1.08632867287288
GSM1297252	0	0.110197554187214	0.153273516233104	0.00647272942309319	0	0.0653171718157076	0	0.0369897397311403	0.0546509629445486	0	0	0.109775687299886	0.170347609499688	0.0332693894135794	0.0878445425580254	0.0573934672772929	0.0158073102468252	0	0.098660319369896	0	0	0	0.198	0.0890767685302231	1.05651775589226
GSM1297254	0	0.133589434621929	0.139082870059495	0.0496023497336499	0	0.136799569018043	0	0.0502962370456271	0.0814772528264085	0	0	0	0.330410345275345	0.0118326019140892	0.00306750957975783	0	0	0.0305194436335354	0	0.03332238629212	0	0	0.262	0.0723237121668048	1.07393487336301
GSM1297260	0	0.122319146273915	0.216712388779889	0.0803713778142126	0	0	0	0.04633773357926	0.130574082517278	0	0	0.074889914087612	0.196988860927389	0.0758095927869399	0.029864230890382	0.000379184706518384	0	0.00374383718532372	0.0220096504512803	0	0	0	0.123	0.112823982506925	1.06919547463868
GSM1297262	0	0.157159754184038	0.217850872459517	0	0	0.0856165340224035	0	0.082514031771416	0.0557957416019313	0	0	0.0817182313484008	0.2446122435752	0.0121349592810744	0	0.0430650773142966	0	0.0109598015166424	0.00857275292507909	0	0	0	0.218	0.0848778705940927	1.09002379621057
GSM1297264	0	0.0926067558527958	0.0291334643983884	0.0148415824355631	0	0.281882452285818	0	0.00386748372575545	0	0	0	0.0283882024874122	0.0868134335335052	0	0.00478233124567889	0.364140132302228	0	0.0187342128688946	0	0.0577705458720115	0	0.0170394029919483	0.49	0.0370082337154813	1.06627006316536
GSM1297266	0	0.183988027748442	0.0419549959103146	0.00544611690192688	0	0.101298594217931	0	0.0672415033815188	0.0636066489248284	0	0	0.107579782297144	0.219689572776861	0.13712059143168	0.00594614375909269	0.0330450458843453	0	0	0.0330829767659146	0	0	0	0.984	-0.0489412693300998	1.10473592035809
GSM1297268	0	0.149279770836087	0.0918435587851178	0.121161719068273	0	0.2213981010059	0	0.0111055190655678	0.0770778567302158	0	0	0	0.195058820245861	0	0.000633600389271886	0	0	0.0125858181773498	0.100745609169025	0	0.0191096265273316	0	0.797	-0.00513306101214394	1.10094767824702
GSM1297270	0.00662658667336645	0.0499469834938421	0.16798520819215	0.139196898407578	0	0	0.13423159215176	0.119131497362653	0.0245589500650703	0	0.0174009717274391	0.030607924734564	0	0	0.0914950768628319	0.178807569058141	0	0	0.0265423250336478	0.000198172280476798	0	0.0132702439564801	0.011	0.216725712579483	1.00423574142046
GSM1297272	0	0.0450052945640069	0.158366137958548	0.140804424872237	0	0	0	0.154018479833368	0.0497709229911254	0	0	0.0649516065757908	0.0319133074098447	0.0216954116804718	0.17553569296641	0.114293036891503	0	0	0.0436456842566932	0	0	0	0.035	0.170963705047321	1.03755360887888
GSM1297274	0	0.151382576511349	0.168626744474585	0.0551041498727048	0	0.0581689068575968	0	0.0920673380948215	0.0103803089490623	0	0	0.047858336558055	0.122976755734819	0.08518186686944	0.052534345800372	0.123948495470117	0	0.0317701748070778	0	0	0	0	0.01	0.225841182147084	1.00143485135464
GSM1297276	0	0.285020700399185	0.169931096973027	0.113100453421971	0	0.0127410536644568	0.0213874619949898	0	0.0554902208036447	0	0.0110729998488469	0.0560807868045992	0	0.0645201302860102	0.0620902362263432	0.13996647902691	0	0	0	0.00859838055001624	0	0	0.003	0.271888696432035	0.999276415604973
GSM1297280	0	0.040077746189558	0.253835905368536	0.022737044978759	0.0494789661063205	0.0545369012557275	0	0.0283119877239721	0.047274153859163	0	0	0.0583985632152117	0.147325944009265	0.076253268758932	0.0261017061835182	0.0852771638115009	0	0.047525390353107	0	0.0628652581864291	0	0	0.105	0.121491687312409	1.05787336902193
GSM1297282	0	0.147989569373426	0.0755177429830408	0.162757264660111	0	0	0	0.0778938740657267	0.0272518080296542	0	0	0.103683236148949	0.0478495508994948	0	0.165610581749977	0.0660177836928568	0	0.0717083369399476	0.0537202514568168	0	0	0	0.01	0.225270651900302	1.01093046486887
GSM1297284	0	0.112252756667615	0.0994383629815031	0.0432401891278795	0	0.0865953849318114	0	0.0389980811976397	0.0972310118914824	0	0	0.0823201888667006	0.186966445728666	0.126458325743789	0.00888392156484846	0.115684058641685	0	0	0.00193127265638029	0	0	0	0.935	-0.0260415708880405	1.09563911790445
GSM1297286	0	0.164631039081251	0.166966504527486	0.00297348691149893	0.125073529186605	0.140819983682518	0	0	0	0	0.0164965250498858	0.029739976107478	0.257305445010876	0.0401501516755381	0.000746173802060468	0	0	0.00771439666249821	0	0.0473827883023036	0	0	0.196	0.09003425319778	1.07128410118456
GSM1297290	0.0033010457137234	0	0.205549942661486	0.0403312993478221	0	0.0571243117635606	0	0.0408161378491185	0.0888064254393796	0	0	0.0760087312112994	0.177188443639734	0.0191503184777251	0.0602218308931295	0.145074929958867	0	0.0554142532000508	0.0310123298441038	0	0	0	0.672	0.0119754609169661	1.08939768445509
GSM1297292	0	0.136344956429789	0.0745433432791926	0.108726254443893	0	0	0	0.0723787289952144	0.0234583707573113	0	0	0.0892005026216676	0.159859510164338	0.0673086757824506	0.118669850522651	0.0702154044213592	0.0161716547046116	0	0.0631227478775216	0	0	0	0.229	0.080983400553374	1.05287482949658
GSM1297294	0	0.16715067739889	0.076996426323428	0.0113815256670593	0	0.132485374969822	0	0.0381095694642567	0.0436083997638366	0	0	0.114349319427855	0.291490759243432	0.094484626338886	0.00571289046909183	0	0	0	0.0242304309334423	0	0	0	0.694	0.00913147389012142	1.09090674975943
GSM1297296	0	0.146569050565381	0.257373639792495	0.12342435383838	0	0.0178341389537898	0.0086953574094009	0.0504879423915448	0.0341236482211679	0	0	0.0495992697126199	0.0835259620341658	0.012648251678911	0.0617872006959165	0.0925284401542591	0.00849686227207568	0	0.0529058822798929	0	0	0	0	0.405116643908909	0.924229147001026
GSM1297298	0	0.164217473987824	0.277542616047066	0.0894645222714046	0	0	0.0880709326034844	0.0333156330193233	0.00776528581352859	0	0.0390601433866597	0	0.0401440734943362	0	0.130040931055197	0.0676971207812596	0.0108586028567777	0.00475427632153244	0.0406106303613198	0	0	0.00645775800028703	0	0.503476846414597	0.867221143247844
GSM1297300	0	0.195476466793843	0.14419721456201	0.118951949435884	0	0	0.0437959600571805	0.0421609330886096	0.0357255659813516	0	0.025104075547206	0	0.154031044025114	0	0.143033881990432	0.0125546071840257	0	0.0127949674068154	0	0.072173333927529	0	0	0.03	0.178547704957487	1.03368428291686
GSM1297302	0	0.0730981291657973	0.157272279466965	0.131950597090514	0	0	0.194151621004857	0.0284516152101994	0	0.0606269484074058	0	0.0513837862553269	0.0520562808402517	0.0271015480117686	0.113170104111538	0.0319799046423458	0.00553255410146423	0	0.0732246316915667	0	0	0	0.01	0.228555465368105	1.00039382364795
GSM1297304	0	0.0597876172450053	0.148033142170827	0.0779533944887586	0	0.0542881363440415	0	0.041594686835106	0.09855186239206	0	0	0.0737009150403581	0.256558064517091	0.0590222761018034	0.0375704378030451	0.0296520838094778	0	0.0159430039617754	0.047344379290651	0	0	0	0.341	0.0583483193464091	1.06573710641374
GSM1297308	0	0.153470673065811	0.192498622400282	0.0875787443572551	0	0.0772458699159618	0.00628715535604816	0.0790655790943491	0.0376100583062619	0	0	0.0619217174667016	0.0694698313246418	0.00499894063621625	0.0881585912579292	0.0957251319614325	0.00158306437228582	0.00899394273571042	0.0324553583578691	0	0.00293671939124479	0	0.004	0.256485182800604	0.996641431771707
GSM1297310	0	0.147474435161097	0.0948984200580422	0.0539797639129353	0.00194786776827049	0.0662095147054103	0	0.0145814353555382	0.0537355318861142	0	0	0.0871212291276675	0.274844667940157	0.0794327394578268	0.0397262622378727	0	0.0145259461799682	0.0425056919111578	0.0290164942979424	0	0	0	0.834	-0.00917537425252394	1.0901980497372
GSM1297312	0	0.0649252423841194	0.0396535304948334	0.0517107955562326	0	0.00993945438634171	0.0337851418360885	0.123447489396517	0	0	0	0.123429086978453	0.240957759243389	0.0479090592932686	0.219161036384727	0	0	0	0.0450814040460299	0	0	0	0.499	0.0357341893522533	1.10309298831729
