Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM1296988	0	0.122847939085618	0.101708385945524	0	0	0.135580921546128	0	0.00114212183571901	0.042906393039226	0	0.061306990956439	0	0.056211614145409	0	0.0384178250492739	0.140110302049557	0.0674044957102487	0.112418385687874	0	0.0638046988879215	0	0.0561399260610619	0.562	0.0259281679910339	1.06432696099833
GSM1296990	0	0.155817358319685	0.224966349286932	0.0805099338983662	0	0.070769032507505	0	0.0350172391679922	0.00880171374194615	0	0	0.0490413093004455	0.0485287098419626	0.069590156519194	0.0257555075747586	0.145318578754177	0.0249462173919689	0	0.0355062769892181	0.00361964846756622	0	0.0218119682382819	0.0639999999999999	0.144104105475198	1.05293158358894
GSM1296992	0	0.0284792049555513	0.261541326372401	0.0480076075459695	0	0	0.00454651070826139	0.104521787610419	0.0773750231677538	0.0380376352882004	0	0.0411284879575172	0.0362055361892601	0.0498977688602051	0.0550108098589817	0.084564867695771	0.0210238849775833	0	0.127743435715498	0	0.00671548517800947	0.0152006279186186	0.002	0.30977815658796	0.967705682312811
GSM1296994	0	0.128997450011473	0.214254770731219	0.0622383526036627	0	0.0361238306238745	0	0.0651994259589911	0.0418440628754859	0	0.0358573890963943	0.0365997219929086	0.0604978643461062	0.0202970501649978	0.175802189208889	0.0465246402339669	0.00236034641866858	0	0	0.0495104341792184	0	0.0238924715541444	0.043	0.164776915875989	1.05638353595802
GSM1296996	0	0	0.393687421705068	0.0745270044059609	0	0.0532309784908086	0	0.0360688116129539	0.0712019990891683	0	0	0.0482452716070628	0.0721929318915052	0	0.0437138219564956	0.0933444749669718	0	0.0384532434988074	0.0753340407751978	0	0	0	0.003	0.291436481039492	1.01353437448539
GSM1297000	0	0	0.261049802585903	0.107188107666749	0	0.0636005253888913	0	0.0746256793749399	0.054069329058321	0	0	0.058009912320067	0.0480464024790448	0	0.151004530282077	0.120829600508633	0.0165377838229551	0	0.0402390101181374	0	0.00479931639428172	0	0.003	0.265394131885025	0.99872550737976
GSM1297002	0	0	0.318407887866159	0.070790825585346	0	0.0607055966477074	0	0	0.0810075017457113	0	0	0.0518510466468019	0.0738031802956033	0	0.0613238513032925	0.155624301552035	0.00526822919227232	0	0.0518818257433487	0	0.0644574508665824	0.00487830255514035	0.00700000000000001	0.244553732825525	1.01219252331998
GSM1297004	0	0	0.311344549026291	0.0532391788227647	0	0.127147035184193	0	0.0247349687913889	0.0406971417811698	0	0	0.0112440995698759	0.060332592269051	0	0.108880897299532	0.0885934371068087	0	0	0	0.123776806176993	0.0118273208907914	0.0381819730811408	0.002	0.324576622671612	0.973045378395485
GSM1297008	0	0	0.240859372134833	0.0229067097786297	0	0.166890511245817	0	0.000155497397849489	0.0520149816253763	0	0	0.109709956550935	0.0969470808260614	0	0.025368299551433	0.15127115211354	0.0140762084167843	0	0.108931352110155	0	0.0108688782485867	0	0.285	0.0676044109038537	1.07603477229823
GSM1297010	0	0.025844825633884	0.258198858087692	0.133842639739925	0	0.0481375546056517	0	0.09274237626331	0.0717139137704152	0	0	0.117018065903696	0.028327284480802	0	0.0221146808920725	0.0530474468958854	0	0.00798089858730751	0	0.0560610572782721	0.0173834484765849	0.0675869493845008	0.188	0.0917622992793842	1.09438297290624
GSM1297012	0	0	0.216982523229446	0.0616874625466043	0	0.124789680831753	0.0505206244675269	0.0443320637888538	0	0	0	0.0562017408450412	0.0231773520284604	0	0.176445028549081	0.158373945858078	0	0	0.0427700444408026	0	0	0.0447195334143526	0.011	0.222536177658259	1.01254272614121
GSM1297014	0	0.018976735065012	0.208864713276937	0.153591408337935	0	0.104427853449291	0.0744982861689685	0.0219813382825421	0.0376198882316753	0	0	0	0.0483897492172424	0	0.106131293009	0.0493489518379354	0.0377071096497326	0.0101791467417834	0.119813311298409	0	0	0.00847021543353715	0.00700000000000001	0.242826459200228	0.993782690950771
GSM1297016	0	0	0.155035689432683	0.00381558913797862	0	0.087095773091765	0	0.0211775884296321	0.0283971512381328	0	0	0.0291922347978646	0.0451680306103999	0.0351595037365329	0.0232979912603557	0.151654720444612	0.148954475584246	0	0.125401449047802	0	0.137591145298084	0.00805865788991228	0.00700000000000001	0.24303206889452	0.978028050681055
GSM1297018	0	0	0.362598205742163	0.0775712505168042	0	0.0531488888335702	0	0.0292368171950069	0.103818407183304	0	0	0.0653998014200255	0.0952284398907862	0	0.0936815387133633	0.097009054035019	0	0	0.0223075964699575	0	0	0	0.0669999999999999	0.142269161738976	1.09435208457205
GSM1297020	0	0.0150946824545281	0.21783734743362	0.181614010380653	0	0	0.066008591188238	0.0185236041943658	0.0214381993381831	0	0	0.0630798312310705	0.0328799548911666	0	0.0949700334198866	0.177270147446262	0.00926228811770854	0	0.085477802190855	0	0.00557399196544465	0.0109695157480177	0.002	0.321219884420372	0.957257923990371
GSM1297022	0	0.0908390954451508	0.257340886935702	0.130275915802433	0	0.00657074252904087	0	0.0737326714797709	0.103952407027842	0	0	0.0738788389061407	0.0445266618556855	0.00738449405011086	0.0727714302741598	0.0482359886875894	0.0569104123783368	0	0.0335804546280379	0	0	0	0.013	0.202350792325488	1.03634403946744
GSM1297024	0	0	0.381826442197465	0.103011129576111	0	0.00547012642056393	0	0.0172333300579762	0.0545215384340264	0	0	0.0623328344155457	0.079748980040671	0	0.0719435615717832	0.137668220051159	0.0122004592688798	0	0.0482076731586596	0	0.0258357048071587	0	0.004	0.257102789413146	1.03018916986034
GSM1297026	0	0.0696081566332735	0.251105016410151	0.0565631063481341	0	0.0864999927864164	0	0.0544862176881916	0.0479321441098897	0	0	0.0359621691433896	0.0584820750569652	0.0765482922225361	0.0422720923956444	0.138087023754265	0.0309721429884482	0	0.0374391918330188	0.00358131481777121	0	0.0104610638119048	0.003	0.257901322873979	0.993772769080327
GSM1297028	0	0.0340113319114895	0.146455138408194	0	0	0.207215358517867	0	0	0	0	0.025105623540498	0	0.0675523737280986	0.122108387686405	0.015908251611289	0.0360042969422417	0	0	0	0.201697860020636	0	0.143941377633281	0.225	0.0818539466153193	1.0674961256745
GSM1297030	0	0.0301409846753326	0.180428870919087	0.132643822075302	0	0.118214767505261	0	0.101769999777522	0.0068529046788036	0	0	0.0550712344213635	0.0830851349946924	0	0.135572903898347	0.0302542191683938	0.0109967847091359	0.00766867845426397	0	0.0704610869426881	0	0.0368386077798067	0.103	0.122838152371925	1.058153917605
GSM1297032	0	0.186101213570747	0.281853868301248	0.0768555436698144	0	0.0571896808988438	0	0.0549697599966244	0.0782709500756876	0	0	0.0935533819616965	0.0561296352528019	0.0152965342866102	0.00590485011233609	0.0478058327072041	0	0	0.0459832609783513	0	8.54881880342963e-05	0	0.00800000000000001	0.236272197426948	1.04181469898822
GSM1297034	0	0.0110989763039613	0.416189606260534	0.0968503368881338	0	0.067410850252477	0	0.0583779567672717	0.0398347890963146	0	0	0.0871586300250483	0.0438797795024162	0.0402250249933719	0.00918156870757964	0.0268853485220556	0	0	0.0877405986959554	0	0	0.0151665339848803	0.00900000000000001	0.231752888335262	1.06841076053502
